Extension (m),Force (N)
-4.8264915e-06,-1.14384315e-08
-4.8264837e-06,-1.1438099e-08
-4.826479e-06,-1.1439088e-08
-4.8264774e-06,-1.14409415e-08
-4.826477e-06,-1.1441724e-08
-4.8264774e-06,-1.14414e-08
-4.8264783e-06,-1.1440752e-08
-4.8264797e-06,-1.1440168e-08
-4.826481e-06,-1.1439209e-08
-4.8264824e-06,-1.14385195e-08
-4.826484e-06,-1.1438668e-08
-4.826486e-06,-1.1439454e-08
-4.8264883e-06,-1.1440545e-08
-4.826491e-06,-1.1441053e-08
-4.8264933e-06,-1.144026e-08
-4.826496e-06,-1.1438322e-08
-4.826499e-06,-1.1437107e-08
-4.826503e-06,-1.1437607e-08
-4.826508e-06,-1.1438646e-08
-4.8265133e-06,-1.1439827e-08
-4.82652e-06,-1.1441409e-08
-4.8265274e-06,-1.14433805e-08
-4.8265347e-06,-1.1444174e-08
-4.826542e-06,-1.144307e-08
-4.826549e-06,-1.144146e-08
-4.8265547e-06,-1.1440417e-08
-4.8265597e-06,-1.143954e-08
-4.826564e-06,-1.1439422e-08
-4.826568e-06,-1.14409575e-08
-4.8265715e-06,-1.1442543e-08
-4.8265747e-06,-1.1442423e-08
-4.826578e-06,-1.14416885e-08
-4.826581e-06,-1.1441516e-08
-4.8265842e-06,-1.1442683e-08
-4.8265883e-06,-1.14438174e-08
-4.8265924e-06,-1.1444518e-08
-4.8265974e-06,-1.1445246e-08
-4.826603e-06,-1.1445164e-08
-4.826609e-06,-1.1445168e-08
-4.826615e-06,-1.144627e-08
-4.8266215e-06,-1.1447299e-08
-4.8266274e-06,-1.14462475e-08
-4.8266334e-06,-1.1443985e-08
-4.826639e-06,-1.1442637e-08
-4.8266443e-06,-1.144269e-08
-4.8266497e-06,-1.1442454e-08
-4.8266547e-06,-1.14412915e-08
-4.8266593e-06,-1.1440239e-08
-4.8266634e-06,-1.1440228e-08
-4.8266666e-06,-1.14411085e-08
-4.8266697e-06,-1.1441998e-08
-4.8266725e-06,-1.1442176e-08
-4.826675e-06,-1.1440793e-08
-4.8266793e-06,-1.1438905e-08
-4.8266847e-06,-1.1439048e-08
-4.8266916e-06,-1.144092e-08
-4.8267e-06,-1.1441985e-08
-4.8267098e-06,-1.1442466e-08
-4.8267198e-06,-1.1443232e-08
-4.8267293e-06,-1.1442629e-08
-4.8267393e-06,-1.1440321e-08
-4.8267484e-06,-1.1438656e-08
-4.8267575e-06,-1.1438853e-08
-4.8267652e-06,-1.1439791e-08
-4.8267725e-06,-1.1441157e-08
-4.8267784e-06,-1.1441869e-08
-4.826783e-06,-1.1441576e-08
-4.8267866e-06,-1.1440926e-08
-4.8267893e-06,-1.1439825e-08
-4.8267916e-06,-1.143907e-08
-4.826794e-06,-1.1438438e-08
-4.8267966e-06,-1.143876e-08
-4.826799e-06,-1.1439974e-08
-4.8268007e-06,-1.1440618e-08
-4.8268007e-06,-1.1440374e-08
-4.8267993e-06,-1.1440948e-08
-4.826795e-06,-1.1442047e-08
-4.826788e-06,-1.1442427e-08
-4.826779e-06,-1.1440958e-08
-4.8267675e-06,-1.1438979e-08
-4.826754e-06,-1.1438562e-08
-4.826738e-06,-1.14387e-08
-4.82672e-06,-1.1438104e-08
-4.8267007e-06,-1.14371845e-08
-4.826679e-06,-1.14372245e-08
-4.826656e-06,-1.1437385e-08
-4.826633e-06,-1.1436848e-08
-4.82661e-06,-1.14364305e-08
-4.8265883e-06,-1.1436728e-08
-4.8265683e-06,-1.14365175e-08
-4.8265492e-06,-1.1436689e-08
-4.826532e-06,-1.1437853e-08
-4.8265165e-06,-1.143908e-08
-4.8265033e-06,-1.1439311e-08
-4.826492e-06,-1.14384635e-08
-4.8264833e-06,-1.1437967e-08
-4.8264774e-06,-1.1438457e-08
-4.8264737e-06,-1.1439554e-08
-4.8264733e-06,-1.1440469e-08
-4.826475e-06,-1.1440103e-08
-4.8264787e-06,-1.143944e-08
-4.826484e-06,-1.1439816e-08
-4.8264906e-06,-1.1441145e-08
-4.826497e-06,-1.1442017e-08
-4.8265038e-06,-1.1442935e-08
-4.8265097e-06,-1.1445177e-08
-4.8265156e-06,-1.1448244e-08
-4.826521e-06,-1.1448876e-08
-4.8265265e-06,-1.1446427e-08
-4.826532e-06,-1.1444422e-08
-4.8265388e-06,-1.1444257e-08
-4.826547e-06,-1.14451595e-08
-4.826557e-06,-1.1446535e-08
-4.8265692e-06,-1.1447268e-08
-4.8265842e-06,-1.1446838e-08
-4.826601e-06,-1.1445721e-08
-4.8266197e-06,-1.1445255e-08
-4.8266393e-06,-1.1446508e-08
-4.8266593e-06,-1.1447333e-08
-4.82668e-06,-1.1447125e-08
-4.826701e-06,-1.1446807e-08
-4.826723e-06,-1.1445502e-08
-4.8267448e-06,-1.1442716e-08
-4.826767e-06,-1.1441012e-08
-4.826789e-06,-1.1442872e-08
-4.8268093e-06,-1.1445721e-08
-4.826828e-06,-1.144583e-08
-4.826845e-06,-1.1444996e-08
-4.82686e-06,-1.1445664e-08
-4.826873e-06,-1.1446851e-08
-4.8268853e-06,-1.144679e-08
-4.8268967e-06,-1.1445379e-08
-4.826908e-06,-1.1443584e-08
-4.8269194e-06,-1.1443315e-08
-4.8269303e-06,-1.1444138e-08
-4.8269403e-06,-1.14452e-08
-4.826949e-06,-1.14457475e-08
-4.826956e-06,-1.1446071e-08
-4.8269594e-06,-1.1445322e-08
-4.82696e-06,-1.1443784e-08
-4.8269567e-06,-1.1442132e-08
-4.8269503e-06,-1.144164e-08
-4.8269403e-06,-1.14425065e-08
-4.826927e-06,-1.1443226e-08
-4.8269108e-06,-1.14431495e-08
-4.8268917e-06,-1.1443801e-08
-4.8268703e-06,-1.14450565e-08
-4.8268466e-06,-1.144504e-08
-4.8268216e-06,-1.1443985e-08
-4.826796e-06,-1.1442943e-08
-4.8267707e-06,-1.1441531e-08
-4.8267457e-06,-1.1440069e-08
-4.8267225e-06,-1.1439008e-08
-4.826702e-06,-1.14391545e-08
-4.8266857e-06,-1.1439827e-08
-4.8266734e-06,-1.1439819e-08
-4.8266656e-06,-1.1440074e-08
-4.8266625e-06,-1.1440798e-08
-4.826664e-06,-1.144058e-08
-4.826669e-06,-1.1440017e-08
-4.826677e-06,-1.143978e-08
-4.8266875e-06,-1.1439141e-08
-4.8267e-06,-1.1437246e-08
-4.8267148e-06,-1.1435283e-08
-4.82673e-06,-1.1434693e-08
-4.8267466e-06,-1.1435242e-08
-4.826763e-06,-1.1435231e-08
-4.8267793e-06,-1.14345635e-08
-4.8267952e-06,-1.1433716e-08
-4.8268107e-06,-1.1432692e-08
-4.826825e-06,-1.1432626e-08
-4.826838e-06,-1.14347785e-08
-4.8268503e-06,-1.1437941e-08
-4.8268607e-06,-1.1440005e-08
-4.82687e-06,-1.1440182e-08
-4.8268776e-06,-1.1439834e-08
-4.826883e-06,-1.1439337e-08
-4.8268857e-06,-1.1438718e-08
-4.8268857e-06,-1.1438911e-08
-4.8268826e-06,-1.14396315e-08
-4.826876e-06,-1.1439477e-08
-4.826866e-06,-1.1438106e-08
-4.826854e-06,-1.1435736e-08
-4.826839e-06,-1.1433977e-08
-4.8268216e-06,-1.1434295e-08
-4.826803e-06,-1.1435813e-08
-4.8267825e-06,-1.1437218e-08
-4.8267616e-06,-1.1438205e-08
-4.82674e-06,-1.1438682e-08
-4.8267193e-06,-1.143907e-08
-4.8266993e-06,-1.1440188e-08
-4.82668e-06,-1.14417285e-08
-4.8266625e-06,-1.1443254e-08
-4.8266465e-06,-1.1444689e-08
-4.826632e-06,-1.1444236e-08
-4.8266193e-06,-1.1441524e-08
-4.8266093e-06,-1.1438944e-08
-4.8266024e-06,-1.1439514e-08
-4.826599e-06,-1.1440688e-08
-4.8265983e-06,-1.1440687e-08
-4.8266e-06,-1.144058e-08
-4.8266043e-06,-1.1440474e-08
-4.8266106e-06,-1.1440573e-08
-4.826619e-06,-1.1441891e-08
-4.826628e-06,-1.1443335e-08
-4.8266375e-06,-1.144306e-08
-4.8266475e-06,-1.1442339e-08
-4.826658e-06,-1.1443437e-08
-4.826669e-06,-1.1444633e-08
-4.8266807e-06,-1.1444808e-08
-4.8266943e-06,-1.1444806e-08
-4.8267093e-06,-1.1445464e-08
-4.826726e-06,-1.14469705e-08
-4.826744e-06,-1.1448006e-08
-4.826762e-06,-1.1447455e-08
-4.8267793e-06,-1.1445835e-08
-4.826795e-06,-1.144433e-08
-4.8268075e-06,-1.1443389e-08
-4.8268166e-06,-1.1443141e-08
-4.826821e-06,-1.1443044e-08
-4.8268216e-06,-1.1442975e-08
-4.826818e-06,-1.1442933e-08
-4.8268107e-06,-1.1442895e-08
-4.826801e-06,-1.14430145e-08
-4.826789e-06,-1.1443449e-08
-4.8267757e-06,-1.1444026e-08
-4.826762e-06,-1.1443976e-08
-4.8267484e-06,-1.1443374e-08
-4.8267348e-06,-1.14440875e-08
-4.826722e-06,-1.144637e-08
-4.826709e-06,-1.1448669e-08
-4.8266957e-06,-1.1448942e-08
-4.826682e-06,-1.14473755e-08
-4.8266684e-06,-1.1446224e-08
-4.826654e-06,-1.144654e-08
-4.8266393e-06,-1.1447646e-08
-4.826625e-06,-1.1447885e-08
-4.8266115e-06,-1.1446498e-08
-4.8266e-06,-1.1444454e-08
-4.826591e-06,-1.1443107e-08
-4.826585e-06,-1.1442793e-08
-4.826584e-06,-1.1442352e-08
-4.826587e-06,-1.1442138e-08
-4.8265947e-06,-1.1442874e-08
-4.826607e-06,-1.1443436e-08
-4.826624e-06,-1.1443066e-08
-4.8266443e-06,-1.1442486e-08
-4.826668e-06,-1.1442229e-08
-4.826694e-06,-1.1442581e-08
-4.8267193e-06,-1.1443437e-08
-4.8267443e-06,-1.1443897e-08
-4.8267666e-06,-1.1443068e-08
-4.8267857e-06,-1.1442508e-08
-4.8268007e-06,-1.14427205e-08
-4.8268116e-06,-1.1441686e-08
-4.8268184e-06,-1.1440548e-08
-4.8268216e-06,-1.1440494e-08
-4.8268207e-06,-1.1441586e-08
-4.8268166e-06,-1.1442855e-08
-4.8268084e-06,-1.1442954e-08
-4.8267966e-06,-1.14437e-08
-4.826781e-06,-1.1445237e-08
-4.826762e-06,-1.1445545e-08
-4.8267384e-06,-1.1444826e-08
-4.8267116e-06,-1.1443321e-08
-4.8266816e-06,-1.1441198e-08
-4.82665e-06,-1.1439606e-08
-4.8266184e-06,-1.1439707e-08
-4.8265874e-06,-1.1440053e-08
-4.8265597e-06,-1.1439948e-08
-4.826536e-06,-1.1440483e-08
-4.826518e-06,-1.14423e-08
-4.8265056e-06,-1.1443683e-08
-4.826499e-06,-1.1443946e-08
-4.826499e-06,-1.1444884e-08
-4.8265056e-06,-1.1446427e-08
-4.8265174e-06,-1.1445582e-08
-4.826534e-06,-1.1443412e-08
-4.8265547e-06,-1.144361e-08
-4.826577e-06,-1.1446298e-08
-4.826601e-06,-1.1448957e-08
-4.826626e-06,-1.1448896e-08
-4.8266515e-06,-1.1446969e-08
-4.8266775e-06,-1.1445348e-08
-4.826704e-06,-1.1445501e-08
-4.82673e-06,-1.1446825e-08
-4.8267552e-06,-1.14473275e-08
-4.8267784e-06,-1.1447293e-08
-4.8267993e-06,-1.1446848e-08
-4.8268175e-06,-1.1446136e-08
-4.826832e-06,-1.1445099e-08
-4.826844e-06,-1.1443226e-08
-4.826853e-06,-1.14426175e-08
-4.8268594e-06,-1.1443035e-08
-4.826863e-06,-1.1442884e-08
-4.8268644e-06,-1.144262e-08
-4.826864e-06,-1.144199e-08
-4.826862e-06,-1.14424115e-08
-4.826859e-06,-1.14443175e-08
-4.8268553e-06,-1.1444715e-08
-4.8268507e-06,-1.144439e-08
-4.8268466e-06,-1.1444337e-08
-4.826843e-06,-1.144389e-08
-4.82684e-06,-1.1443359e-08
-4.8268375e-06,-1.1443713e-08
-4.8268366e-06,-1.144436e-08
-4.826837e-06,-1.1443936e-08
-4.826838e-06,-1.1443775e-08
-4.82684e-06,-1.1444198e-08
-4.8268425e-06,-1.1445322e-08
-4.826846e-06,-1.1446412e-08
-4.8268507e-06,-1.1446628e-08
-4.8268566e-06,-1.1447221e-08
-4.8268635e-06,-1.1447646e-08
-4.8268716e-06,-1.1447415e-08
-4.826881e-06,-1.14470184e-08
-4.8268926e-06,-1.1445878e-08
-4.8269053e-06,-1.1444836e-08
-4.8269194e-06,-1.1444586e-08
-4.8269353e-06,-1.144511e-08
-4.826953e-06,-1.1444981e-08
-4.8269717e-06,-1.14441185e-08
-4.8269912e-06,-1.1444478e-08
-4.82701e-06,-1.1445959e-08
-4.8270267e-06,-1.1447965e-08
-4.827041e-06,-1.1450066e-08
-4.8270504e-06,-1.1451281e-08
-4.827055e-06,-1.1450094e-08
-4.827054e-06,-1.1447215e-08
-4.8270476e-06,-1.1446223e-08
-4.827036e-06,-1.1446861e-08
-4.8270194e-06,-1.14473275e-08
-4.8269985e-06,-1.1447268e-08
-4.8269744e-06,-1.1446506e-08
-4.826948e-06,-1.14453185e-08
-4.8269203e-06,-1.1443976e-08
-4.8268926e-06,-1.1442872e-08
-4.8268657e-06,-1.1442718e-08
-4.8268416e-06,-1.1443109e-08
-4.8268203e-06,-1.1443341e-08
-4.826802e-06,-1.1443769e-08
-4.826788e-06,-1.1444692e-08
-4.826777e-06,-1.1444281e-08
-4.8267693e-06,-1.1443156e-08
-4.826764e-06,-1.1442656e-08
-4.826761e-06,-1.1441987e-08
-4.8267602e-06,-1.1440614e-08
-4.826761e-06,-1.1439866e-08
-4.826762e-06,-1.1440646e-08
-4.8267634e-06,-1.1442192e-08
-4.826764e-06,-1.1443589e-08
-4.826763e-06,-1.1444246e-08
-4.826761e-06,-1.1444593e-08
-4.826756e-06,-1.1444472e-08
-4.826749e-06,-1.144403e-08
-4.826739e-06,-1.1443278e-08
-4.8267266e-06,-1.1441829e-08
-4.826713e-06,-1.1440978e-08
-4.8266984e-06,-1.144137e-08
-4.8266843e-06,-1.1442298e-08
-4.826671e-06,-1.1442989e-08
-4.8266597e-06,-1.144365e-08
-4.82665e-06,-1.1444019e-08
-4.8266425e-06,-1.1443599e-08
-4.826637e-06,-1.1441929e-08
-4.826633e-06,-1.1439608e-08
-4.826631e-06,-1.1439048e-08
-4.82663e-06,-1.1440324e-08
-4.826631e-06,-1.1441368e-08
-4.826633e-06,-1.1442044e-08
-4.826635e-06,-1.14433e-08
-4.8266375e-06,-1.14442065e-08
-4.8266397e-06,-1.1443824e-08
-4.826642e-06,-1.1442978e-08
-4.8266443e-06,-1.1442759e-08
-4.8266475e-06,-1.1443254e-08
-4.826652e-06,-1.1443864e-08
-4.826658e-06,-1.1444251e-08
-4.8266656e-06,-1.1444302e-08
-4.826675e-06,-1.1443941e-08
-4.826686e-06,-1.1443929e-08
-4.8266984e-06,-1.1444507e-08
-4.8267116e-06,-1.1445158e-08
-4.8267266e-06,-1.1446453e-08
-4.8267425e-06,-1.1448416e-08
-4.826759e-06,-1.1450028e-08
-4.826775e-06,-1.1450293e-08
-4.82679e-06,-1.1449102e-08
-4.8268034e-06,-1.1447776e-08
-4.8268153e-06,-1.1447307e-08
-4.8268253e-06,-1.14472325e-08
-4.8268334e-06,-1.14477e-08
-4.82684e-06,-1.1447877e-08
-4.8268435e-06,-1.1446615e-08
-4.8268444e-06,-1.1445646e-08
-4.8268425e-06,-1.1444721e-08
-4.826838e-06,-1.1444187e-08
-4.826831e-06,-1.14444845e-08
-4.826822e-06,-1.1444576e-08
-4.8268116e-06,-1.144455e-08
-4.8268003e-06,-1.1444973e-08
-4.82679e-06,-1.14455645e-08
-4.82678e-06,-1.1445689e-08
-4.826772e-06,-1.1446058e-08
-4.8267666e-06,-1.14472325e-08
-4.8267634e-06,-1.1448236e-08
-4.8267634e-06,-1.14489875e-08
-4.8267657e-06,-1.1450257e-08
-4.8267707e-06,-1.1451693e-08
-4.826778e-06,-1.14508225e-08
-4.826786e-06,-1.1448649e-08
-4.8267957e-06,-1.14481935e-08
-4.8268057e-06,-1.144979e-08
-4.8268157e-06,-1.1450913e-08
-4.8268257e-06,-1.1450031e-08
-4.8268357e-06,-1.1447762e-08
-4.826845e-06,-1.1445904e-08
-4.8268544e-06,-1.1445074e-08
-4.8268635e-06,-1.1445348e-08
-4.826872e-06,-1.1446215e-08
-4.82688e-06,-1.1446514e-08
-4.826886e-06,-1.1447011e-08
-4.8268907e-06,-1.1447579e-08
-4.826893e-06,-1.1448045e-08
-4.8268935e-06,-1.1448418e-08
-4.8268926e-06,-1.144719e-08
-4.8268903e-06,-1.1444858e-08
-4.8268867e-06,-1.1444193e-08
-4.8268816e-06,-1.14460175e-08
-4.8268757e-06,-1.14483125e-08
-4.8268685e-06,-1.1449468e-08
-4.8268594e-06,-1.1449511e-08
-4.8268485e-06,-1.1449382e-08
-4.8268357e-06,-1.1449765e-08
-4.826821e-06,-1.1450154e-08
-4.8268057e-06,-1.1450063e-08
-4.8267893e-06,-1.1448493e-08
-4.8267725e-06,-1.1446332e-08
-4.8267552e-06,-1.1445727e-08
-4.8267384e-06,-1.1446514e-08
-4.826722e-06,-1.1447241e-08
-4.8267075e-06,-1.14463585e-08
-4.8266943e-06,-1.14431185e-08
-4.826684e-06,-1.1440575e-08
-4.8266756e-06,-1.1440491e-08
-4.82667e-06,-1.1442134e-08
-4.8266675e-06,-1.1443409e-08
-4.826668e-06,-1.14436425e-08
-4.82667e-06,-1.1444371e-08
-4.8266747e-06,-1.1445008e-08
-4.826682e-06,-1.1444396e-08
-4.826691e-06,-1.1443286e-08
-4.826702e-06,-1.1442913e-08
-4.8267157e-06,-1.1443411e-08
-4.826732e-06,-1.1443966e-08
-4.8267502e-06,-1.1444343e-08
-4.8267702e-06,-1.14452865e-08
-4.8267925e-06,-1.1446919e-08
-4.8268157e-06,-1.1448317e-08
-4.82684e-06,-1.1448349e-08
-4.8268635e-06,-1.1448013e-08
-4.826886e-06,-1.144732e-08
-4.8269067e-06,-1.1446176e-08
-4.8269244e-06,-1.144539e-08
-4.8269394e-06,-1.1445119e-08
-4.8269517e-06,-1.1444275e-08
-4.826962e-06,-1.1442933e-08
-4.826971e-06,-1.144206e-08
-4.826979e-06,-1.1441568e-08
-4.8269862e-06,-1.1441568e-08
-4.826994e-06,-1.1441342e-08
-4.8270012e-06,-1.1440796e-08
-4.8270094e-06,-1.14421885e-08
-4.827017e-06,-1.1444534e-08
-4.827025e-06,-1.1445299e-08
-4.827032e-06,-1.1445135e-08
-4.827039e-06,-1.144478e-08
-4.8270444e-06,-1.1444712e-08
-4.8270485e-06,-1.14452785e-08
-4.8270504e-06,-1.1445616e-08
-4.827049e-06,-1.1445181e-08
-4.827044e-06,-1.144455e-08
-4.8270344e-06,-1.1444169e-08
-4.8270203e-06,-1.1443714e-08
-4.827002e-06,-1.1444198e-08
-4.826981e-06,-1.1444836e-08
-4.826958e-06,-1.1444481e-08
-4.8269344e-06,-1.1443409e-08
-4.826911e-06,-1.14429e-08
-4.826889e-06,-1.1444371e-08
-4.8268685e-06,-1.1446172e-08
-4.8268494e-06,-1.1446779e-08
-4.826832e-06,-1.1446641e-08
-4.826816e-06,-1.1446351e-08
-4.8268003e-06,-1.14461995e-08
-4.8267843e-06,-1.14458585e-08
-4.826768e-06,-1.1445115e-08
-4.8267507e-06,-1.1443552e-08
-4.826732e-06,-1.1442038e-08
-4.8267125e-06,-1.14421415e-08
-4.826691e-06,-1.1443532e-08
-4.8266693e-06,-1.1443996e-08
-4.8266465e-06,-1.14429906e-08
-4.8266243e-06,-1.1442017e-08
-4.8266033e-06,-1.1442845e-08
-4.8265847e-06,-1.1444949e-08
-4.8265692e-06,-1.1447252e-08
-4.8265565e-06,-1.1448758e-08
-4.8265465e-06,-1.1449794e-08
-4.82654e-06,-1.1449991e-08
-4.8265365e-06,-1.1448623e-08
-4.826536e-06,-1.1446527e-08
-4.8265383e-06,-1.1444204e-08
-4.8265433e-06,-1.14423315e-08
-4.8265506e-06,-1.1442817e-08
-4.82656e-06,-1.1445516e-08
-4.8265715e-06,-1.1448508e-08
-4.8265856e-06,-1.144995e-08
-4.826603e-06,-1.1449558e-08
-4.826623e-06,-1.1449061e-08
-4.826647e-06,-1.14495045e-08
-4.8266747e-06,-1.1449593e-08
-4.8267057e-06,-1.1448481e-08
-4.826739e-06,-1.144791e-08
-4.8267743e-06,-1.1447766e-08
-4.8268107e-06,-1.14474705e-08
-4.826846e-06,-1.1447307e-08
-4.8268803e-06,-1.1447633e-08
-4.8269117e-06,-1.1449309e-08
-4.8269385e-06,-1.1451237e-08
-4.8269603e-06,-1.1451376e-08
-4.826976e-06,-1.14492e-08
-4.826986e-06,-1.1447174e-08
-4.8269894e-06,-1.1446785e-08
-4.8269876e-06,-1.1447708e-08
-4.8269812e-06,-1.1449198e-08
-4.8269712e-06,-1.1450243e-08
-4.8269576e-06,-1.1449125e-08
-4.826942e-06,-1.1447387e-08
-4.8269258e-06,-1.14471845e-08
-4.8269094e-06,-1.1447547e-08
-4.8268935e-06,-1.1448692e-08
-4.8268785e-06,-1.145003e-08
-4.826864e-06,-1.1450634e-08
-4.8268503e-06,-1.1451153e-08
-4.8268375e-06,-1.1452048e-08
-4.826825e-06,-1.1452468e-08
-4.826813e-06,-1.1451137e-08
-4.8268025e-06,-1.1448733e-08
-4.8267925e-06,-1.14471845e-08
-4.8267834e-06,-1.14465974e-08
-4.826775e-06,-1.1446381e-08
-4.826767e-06,-1.1445804e-08
-4.8267602e-06,-1.1444969e-08
-4.8267557e-06,-1.1444892e-08
-4.826753e-06,-1.144564e-08
-4.8267534e-06,-1.1446197e-08
-4.8267566e-06,-1.1446506e-08
-4.826762e-06,-1.1447374e-08
-4.8267702e-06,-1.14484395e-08
-4.82678e-06,-1.1449759e-08
-4.8267907e-06,-1.1450886e-08
-4.8268016e-06,-1.1452142e-08
-4.8268125e-06,-1.1453043e-08
-4.8268234e-06,-1.14532615e-08
-4.8268334e-06,-1.1452895e-08
-4.826843e-06,-1.1452828e-08
-4.8268516e-06,-1.145416e-08
-4.8268594e-06,-1.1455887e-08
-4.8268653e-06,-1.1456742e-08
-4.8268694e-06,-1.1455744e-08
-4.8268707e-06,-1.1454095e-08
-4.82687e-06,-1.1453578e-08
-4.826866e-06,-1.1453214e-08
-4.8268607e-06,-1.14527685e-08
-4.826854e-06,-1.1451628e-08
-4.8268466e-06,-1.1450208e-08
-4.8268384e-06,-1.1449605e-08
-4.8268307e-06,-1.1449967e-08
-4.826823e-06,-1.1449891e-08
-4.826816e-06,-1.144899e-08
-4.826811e-06,-1.1448623e-08
-4.826808e-06,-1.1449755e-08
-4.8268066e-06,-1.1451708e-08
-4.826808e-06,-1.1452777e-08
-4.8268107e-06,-1.1453009e-08
-4.8268143e-06,-1.1453733e-08
-4.826819e-06,-1.1454432e-08
-4.8268244e-06,-1.1453875e-08
-4.82683e-06,-1.1452626e-08
-4.8268357e-06,-1.1452618e-08
-4.826841e-06,-1.1454018e-08
-4.8268466e-06,-1.1454097e-08
-4.8268516e-06,-1.145374e-08
-4.8268566e-06,-1.1453754e-08
-4.826862e-06,-1.1455047e-08
-4.826867e-06,-1.1457022e-08
-4.826873e-06,-1.14582175e-08
-4.8268794e-06,-1.14596475e-08
-4.8268867e-06,-1.1460548e-08
-4.826894e-06,-1.1459507e-08
-4.826901e-06,-1.1458251e-08
-4.826908e-06,-1.14575505e-08
-4.826913e-06,-1.1456646e-08
-4.826916e-06,-1.1455388e-08
-4.8269167e-06,-1.1454889e-08
-4.8269144e-06,-1.1455903e-08
-4.8269094e-06,-1.1457127e-08
-4.826902e-06,-1.145623e-08
-4.8268917e-06,-1.1453709e-08
-4.826879e-06,-1.1451693e-08
-4.826864e-06,-1.1451665e-08
-4.8268475e-06,-1.1452432e-08
-4.8268294e-06,-1.1453357e-08
-4.8268103e-06,-1.14541425e-08
-4.82679e-06,-1.1454229e-08
-4.826769e-06,-1.1454265e-08
-4.826748e-06,-1.1454087e-08
-4.8267275e-06,-1.145312e-08
-4.8267093e-06,-1.1452748e-08
-4.826693e-06,-1.1453498e-08
-4.826679e-06,-1.1454516e-08
-4.826668e-06,-1.1455415e-08
-4.8266593e-06,-1.1455356e-08
-4.826654e-06,-1.145475e-08
-4.8266515e-06,-1.1453768e-08
-4.826652e-06,-1.1453912e-08
-4.826655e-06,-1.1455189e-08
-4.8266616e-06,-1.1456305e-08
-4.82667e-06,-1.145685e-08
-4.826681e-06,-1.1456393e-08
-4.826694e-06,-1.1455713e-08
-4.8267075e-06,-1.145461e-08
-4.826722e-06,-1.1453697e-08
-4.8267375e-06,-1.1454057e-08
-4.8267534e-06,-1.1455201e-08
-4.8267702e-06,-1.1455024e-08
-4.8267893e-06,-1.1453611e-08
-4.8268103e-06,-1.145318e-08
-4.8268334e-06,-1.14542695e-08
-4.8268594e-06,-1.1455566e-08
-4.826887e-06,-1.1456627e-08
-4.8269167e-06,-1.1457154e-08
-4.8269467e-06,-1.1456117e-08
-4.826977e-06,-1.1455025e-08
-4.827007e-06,-1.1455295e-08
-4.827035e-06,-1.1456473e-08
-4.8270595e-06,-1.14578445e-08
-4.82708e-06,-1.1458142e-08
-4.827095e-06,-1.1457059e-08
-4.8271045e-06,-1.1455439e-08
-4.827109e-06,-1.1453759e-08
-4.827109e-06,-1.1452998e-08
-4.8271045e-06,-1.1452164e-08
-4.8270963e-06,-1.145186e-08
-4.827085e-06,-1.1452166e-08
-4.8270713e-06,-1.1451574e-08
-4.827056e-06,-1.1450882e-08
-4.827039e-06,-1.1451029e-08
-4.827021e-06,-1.145268e-08
-4.827002e-06,-1.1454843e-08
-4.8269835e-06,-1.1455149e-08
-4.8269644e-06,-1.1453795e-08
-4.8269458e-06,-1.1453562e-08
-4.8269285e-06,-1.145524e-08
-4.8269126e-06,-1.1456364e-08
-4.826899e-06,-1.14562235e-08
-4.8268876e-06,-1.1456244e-08
-4.826878e-06,-1.1456989e-08
-4.8268703e-06,-1.1457426e-08
-4.8268644e-06,-1.14558425e-08
-4.826859e-06,-1.1453838e-08
-4.8268544e-06,-1.1453245e-08
-4.82685e-06,-1.1453099e-08
-4.8268457e-06,-1.1451954e-08
-4.826842e-06,-1.1450731e-08
-4.8268384e-06,-1.1450825e-08
-4.826836e-06,-1.14515455e-08
-4.8268344e-06,-1.1452242e-08
-4.826833e-06,-1.145274e-08
-4.8268307e-06,-1.1453489e-08
-4.8268275e-06,-1.1454258e-08
-4.826823e-06,-1.1454952e-08
-4.8268166e-06,-1.1455986e-08
-4.826809e-06,-1.1456399e-08
-4.8268003e-06,-1.1455695e-08
-4.8267907e-06,-1.1455216e-08
-4.8267807e-06,-1.1454959e-08
-4.8267702e-06,-1.1454744e-08
-4.8267607e-06,-1.14547865e-08
-4.826752e-06,-1.145384e-08
-4.8267448e-06,-1.1453958e-08
-4.8267393e-06,-1.1455771e-08
-4.8267357e-06,-1.14566e-08
-4.826734e-06,-1.1455867e-08
-4.826733e-06,-1.1455175e-08
-4.8267334e-06,-1.1455338e-08
-4.8267343e-06,-1.14557555e-08
-4.8267357e-06,-1.1455979e-08
-4.8267375e-06,-1.1455784e-08
-4.8267393e-06,-1.1454633e-08
-4.8267407e-06,-1.145424e-08
-4.826742e-06,-1.1453815e-08
-4.826744e-06,-1.1453418e-08
-4.8267457e-06,-1.1454488e-08
-4.826748e-06,-1.1455986e-08
-4.8267507e-06,-1.1457141e-08
-4.8267543e-06,-1.1457321e-08
-4.8267584e-06,-1.1457582e-08
-4.8267634e-06,-1.14586225e-08
-4.8267693e-06,-1.1459708e-08
-4.8267757e-06,-1.1459665e-08
-4.8267825e-06,-1.1459413e-08
-4.826789e-06,-1.1459219e-08
-4.8267952e-06,-1.1458425e-08
-4.8268016e-06,-1.1458185e-08
-4.8268075e-06,-1.145963e-08
-4.8268134e-06,-1.146115e-08
