Extension (m),Force (N)
-5.020549e-06,-1.3823175e-08
-5.0206568e-06,-1.3826464e-08
-5.0207673e-06,-1.3828319e-08
-5.02088e-06,-1.3827615e-08
-5.020994e-06,-1.3826097e-08
-5.0211097e-06,-1.382564e-08
-5.021226e-06,-1.3827018e-08
-5.021343e-06,-1.3828031e-08
-5.02146e-06,-1.3827093e-08
-5.0215763e-06,-1.38264085e-08
-5.0216922e-06,-1.3827669e-08
-5.0218073e-06,-1.3829895e-08
-5.021921e-06,-1.3831663e-08
-5.0220337e-06,-1.38337555e-08
-5.022145e-06,-1.3836324e-08
-5.022255e-06,-1.3838037e-08
-5.022364e-06,-1.383854e-08
-5.022471e-06,-1.3839034e-08
-5.022578e-06,-1.3840011e-08
-5.0226836e-06,-1.3839668e-08
-5.022789e-06,-1.3838511e-08
-5.0228946e-06,-1.3837606e-08
-5.023e-06,-1.3836532e-08
-5.0231056e-06,-1.3835619e-08
-5.023211e-06,-1.3836738e-08
-5.0233166e-06,-1.3839029e-08
-5.023421e-06,-1.38394025e-08
-5.023525e-06,-1.38375995e-08
-5.023627e-06,-1.3835744e-08
-5.023728e-06,-1.3834914e-08
-5.0238273e-06,-1.3834176e-08
-5.0239246e-06,-1.3832521e-08
-5.0240205e-06,-1.3831409e-08
-5.024115e-06,-1.3831401e-08
-5.024209e-06,-1.3831456e-08
-5.024303e-06,-1.3831938e-08
-5.024398e-06,-1.3832052e-08
-5.0244953e-06,-1.3831493e-08
-5.024596e-06,-1.3831157e-08
-5.0246995e-06,-1.3830651e-08
-5.024807e-06,-1.3830086e-08
-5.0249173e-06,-1.3830805e-08
-5.025031e-06,-1.38321745e-08
-5.0251474e-06,-1.3832275e-08
-5.0252665e-06,-1.3831808e-08
-5.0253875e-06,-1.3831148e-08
-5.02551e-06,-1.382994e-08
-5.025632e-06,-1.3828492e-08
-5.0257536e-06,-1.3827258e-08
-5.025874e-06,-1.3827912e-08
-5.025994e-06,-1.3830106e-08
-5.026113e-06,-1.3830469e-08
-5.026231e-06,-1.3829012e-08
-5.026349e-06,-1.38272105e-08
-5.0264666e-06,-1.3825728e-08
-5.026584e-06,-1.3825616e-08
-5.0267013e-06,-1.3826848e-08
-5.0268172e-06,-1.3827624e-08
-5.0269327e-06,-1.3826477e-08
-5.0270473e-06,-1.38246365e-08
-5.0271606e-06,-1.3822888e-08
-5.027273e-06,-1.3821357e-08
-5.0273848e-06,-1.38195375e-08
-5.0274966e-06,-1.3817952e-08
-5.0276076e-06,-1.3816786e-08
-5.0277185e-06,-1.3816527e-08
-5.027829e-06,-1.3816999e-08
-5.0279386e-06,-1.381725e-08
-5.028047e-06,-1.38161e-08
-5.028153e-06,-1.3815047e-08
-5.0282565e-06,-1.381479e-08
-5.028358e-06,-1.3813755e-08
-5.0284557e-06,-1.3812699e-08
-5.0285507e-06,-1.3812473e-08
-5.0286426e-06,-1.3811994e-08
-5.0287313e-06,-1.3810059e-08
-5.028817e-06,-1.3806261e-08
-5.0289013e-06,-1.3802703e-08
-5.0289846e-06,-1.3801415e-08
-5.029068e-06,-1.3802765e-08
-5.0291515e-06,-1.3805166e-08
-5.029237e-06,-1.3807486e-08
-5.0293247e-06,-1.3809947e-08
-5.029415e-06,-1.3811349e-08
-5.029509e-06,-1.3811685e-08
-5.0296067e-06,-1.38128735e-08
-5.0297076e-06,-1.3813712e-08
-5.0298127e-06,-1.3812428e-08
-5.0299204e-06,-1.38103164e-08
-5.0300314e-06,-1.3810178e-08
-5.0301437e-06,-1.3811693e-08
-5.030257e-06,-1.3813336e-08
-5.0303706e-06,-1.381459e-08
-5.0304834e-06,-1.3815827e-08
-5.030596e-06,-1.3815749e-08
-5.030708e-06,-1.38142235e-08
-5.030819e-06,-1.3812687e-08
-5.03093e-06,-1.3812963e-08
-5.03104e-06,-1.3815537e-08
-5.03115e-06,-1.3818459e-08
-5.031259e-06,-1.38203005e-08
-5.0313683e-06,-1.3821158e-08
-5.0314766e-06,-1.3821196e-08
-5.031585e-06,-1.3819025e-08
-5.031693e-06,-1.3814448e-08
-5.0318017e-06,-1.3809912e-08
-5.0319113e-06,-1.38073055e-08
-5.0320223e-06,-1.3805252e-08
-5.032134e-06,-1.3802493e-08
-5.032248e-06,-1.3800076e-08
-5.0323633e-06,-1.3799287e-08
-5.0324797e-06,-1.3798791e-08
-5.0325975e-06,-1.3797507e-08
-5.032716e-06,-1.3796252e-08
-5.0328354e-06,-1.3795052e-08
-5.0329554e-06,-1.3794423e-08
-5.0330764e-06,-1.3794134e-08
-5.0331982e-06,-1.3792912e-08
-5.033321e-06,-1.3791701e-08
-5.0334447e-06,-1.3792702e-08
-5.0335693e-06,-1.3796258e-08
-5.0336944e-06,-1.3798993e-08
-5.0338194e-06,-1.3798807e-08
-5.033945e-06,-1.3797299e-08
-5.0340695e-06,-1.37963125e-08
-5.0341932e-06,-1.3796815e-08
-5.034316e-06,-1.3797563e-08
-5.0344365e-06,-1.3795568e-08
-5.0345548e-06,-1.3791325e-08
-5.03467e-06,-1.3788399e-08
-5.034781e-06,-1.3788047e-08
-5.0348885e-06,-1.3788039e-08
-5.0349913e-06,-1.37867415e-08
-5.035089e-06,-1.3784144e-08
-5.0351828e-06,-1.378118e-08
-5.035273e-06,-1.3779057e-08
-5.035359e-06,-1.3776464e-08
-5.035444e-06,-1.3774427e-08
-5.035528e-06,-1.3772887e-08
-5.0356116e-06,-1.3769684e-08
-5.0356966e-06,-1.3766017e-08
-5.035783e-06,-1.3763734e-08
-5.0358713e-06,-1.3761484e-08
-5.035961e-06,-1.3757261e-08
-5.036052e-06,-1.3751764e-08
-5.0361446e-06,-1.3747849e-08
-5.0362387e-06,-1.3746049e-08
-5.0363337e-06,-1.3745938e-08
-5.0364297e-06,-1.3746295e-08
-5.036525e-06,-1.3746388e-08
-5.0366207e-06,-1.3745586e-08
-5.036715e-06,-1.374315e-08
-5.036807e-06,-1.3740318e-08
-5.036898e-06,-1.3738798e-08
-5.036987e-06,-1.3738616e-08
-5.0370754e-06,-1.3738477e-08
-5.0371627e-06,-1.3738037e-08
-5.03725e-06,-1.3736979e-08
-5.037337e-06,-1.3735917e-08
-5.0374247e-06,-1.3734675e-08
-5.0375133e-06,-1.3733375e-08
-5.037603e-06,-1.3731974e-08
-5.0376934e-06,-1.3730396e-08
-5.0377857e-06,-1.372887e-08
-5.0378794e-06,-1.3727028e-08
-5.0379754e-06,-1.3724898e-08
-5.038074e-06,-1.3722813e-08
-5.038177e-06,-1.3721045e-08
-5.038283e-06,-1.3719851e-08
-5.0383933e-06,-1.3718247e-08
-5.038508e-06,-1.3715796e-08
-5.0386257e-06,-1.3714029e-08
-5.0387466e-06,-1.3713843e-08
-5.03887e-06,-1.3714537e-08
-5.038994e-06,-1.3715104e-08
-5.039119e-06,-1.3715398e-08
-5.039244e-06,-1.3714992e-08
-5.0393683e-06,-1.3713279e-08
-5.0394906e-06,-1.37117535e-08
-5.0396106e-06,-1.371128e-08
-5.039728e-06,-1.3710964e-08
-5.0398417e-06,-1.371014e-08
-5.039952e-06,-1.3707673e-08
-5.0400604e-06,-1.3703541e-08
-5.040166e-06,-1.3699346e-08
-5.0402696e-06,-1.3697305e-08
-5.0403723e-06,-1.3697037e-08
-5.040474e-06,-1.3696595e-08
-5.0405765e-06,-1.3695163e-08
-5.0406793e-06,-1.3694373e-08
-5.0407843e-06,-1.3694128e-08
-5.0408917e-06,-1.3692619e-08
-5.0410013e-06,-1.368979e-08
-5.041114e-06,-1.3688518e-08
-5.041229e-06,-1.3689663e-08
-5.0413464e-06,-1.3688798e-08
-5.041467e-06,-1.3685974e-08
-5.0415897e-06,-1.3683987e-08
-5.041715e-06,-1.36825085e-08
-5.041842e-06,-1.3680981e-08
-5.0419694e-06,-1.3679678e-08
-5.0420967e-06,-1.3678256e-08
-5.042223e-06,-1.3676662e-08
-5.0423478e-06,-1.3674271e-08
-5.0424696e-06,-1.3670982e-08
-5.042588e-06,-1.3667257e-08
-5.042702e-06,-1.3664633e-08
-5.0428116e-06,-1.3663509e-08
-5.042917e-06,-1.36644065e-08
-5.043019e-06,-1.3666852e-08
-5.043117e-06,-1.3668046e-08
-5.0432122e-06,-1.3667812e-08
-5.0433055e-06,-1.3666743e-08
-5.0433964e-06,-1.366458e-08
-5.0434865e-06,-1.3662905e-08
-5.0435756e-06,-1.36634455e-08
-5.043665e-06,-1.36651455e-08
-5.0437543e-06,-1.36652405e-08
-5.043844e-06,-1.3663801e-08
-5.0439344e-06,-1.3662985e-08
-5.0440253e-06,-1.3662725e-08
-5.0441167e-06,-1.36619e-08
-5.044209e-06,-1.3660089e-08
-5.044302e-06,-1.365882e-08
-5.0443946e-06,-1.3659113e-08
-5.044488e-06,-1.3659784e-08
-5.0445824e-06,-1.36605385e-08
-5.0446774e-06,-1.3661107e-08
-5.0447748e-06,-1.36613965e-08
-5.044874e-06,-1.3663527e-08
-5.0449753e-06,-1.3666377e-08
-5.0450794e-06,-1.3666172e-08
-5.045186e-06,-1.3664783e-08
-5.0452945e-06,-1.3665469e-08
-5.045406e-06,-1.366618e-08
-5.04552e-06,-1.3666083e-08
-5.0456365e-06,-1.3666737e-08
-5.0457556e-06,-1.3668219e-08
-5.0458766e-06,-1.3668244e-08
-5.0459994e-06,-1.3667535e-08
-5.0461226e-06,-1.3668405e-08
-5.0462454e-06,-1.3670076e-08
-5.0463673e-06,-1.36704905e-08
-5.0464873e-06,-1.3670936e-08
-5.0466047e-06,-1.3671742e-08
-5.0467197e-06,-1.3671227e-08
-5.0468325e-06,-1.36686795e-08
-5.046944e-06,-1.3666411e-08
-5.047054e-06,-1.3666592e-08
-5.047163e-06,-1.36685925e-08
-5.0472727e-06,-1.367024e-08
-5.0473823e-06,-1.3670791e-08
-5.0474923e-06,-1.3670982e-08
-5.0476033e-06,-1.36715474e-08
-5.0477147e-06,-1.3671492e-08
-5.0478266e-06,-1.36704115e-08
-5.0479384e-06,-1.3669153e-08
-5.0480508e-06,-1.3669646e-08
-5.048163e-06,-1.3671176e-08
-5.048275e-06,-1.3671912e-08
-5.048386e-06,-1.3672623e-08
-5.048496e-06,-1.3672045e-08
-5.0486037e-06,-1.3669415e-08
-5.04871e-06,-1.3665305e-08
-5.048815e-06,-1.3662299e-08
-5.048919e-06,-1.36609275e-08
-5.049021e-06,-1.3660535e-08
-5.0491226e-06,-1.3660716e-08
-5.049223e-06,-1.3660476e-08
-5.0493236e-06,-1.3659716e-08
-5.049424e-06,-1.3658068e-08
-5.049525e-06,-1.3655877e-08
-5.049627e-06,-1.3655154e-08
-5.04973e-06,-1.3656238e-08
-5.049835e-06,-1.3657861e-08
-5.049941e-06,-1.365907e-08
-5.0500485e-06,-1.3658649e-08
-5.0501567e-06,-1.3655474e-08
-5.050266e-06,-1.3649967e-08
-5.0503754e-06,-1.3645627e-08
-5.050485e-06,-1.3644199e-08
-5.050594e-06,-1.3645284e-08
-5.050703e-06,-1.3648302e-08
-5.0508106e-06,-1.3650272e-08
-5.050917e-06,-1.365188e-08
-5.0510225e-06,-1.3653738e-08
-5.0511276e-06,-1.3653642e-08
-5.051232e-06,-1.3651546e-08
-5.0513363e-06,-1.3648241e-08
-5.051441e-06,-1.3645267e-08
-5.051546e-06,-1.3644734e-08
-5.0516514e-06,-1.3645933e-08
-5.0517574e-06,-1.3646573e-08
-5.0518634e-06,-1.3647156e-08
-5.0519693e-06,-1.3647805e-08
-5.0520753e-06,-1.3648011e-08
-5.052181e-06,-1.3648699e-08
-5.0522867e-06,-1.3649534e-08
-5.0523918e-06,-1.36489815e-08
-5.052497e-06,-1.3646847e-08
-5.052602e-06,-1.3645003e-08
-5.0527074e-06,-1.3645204e-08
-5.0528133e-06,-1.3647932e-08
-5.0529197e-06,-1.3651628e-08
-5.0530266e-06,-1.36533975e-08
-5.0531344e-06,-1.3652827e-08
-5.0532435e-06,-1.365177e-08
-5.0533527e-06,-1.3650703e-08
-5.0534627e-06,-1.3650445e-08
-5.0535737e-06,-1.3651425e-08
-5.053684e-06,-1.3652793e-08
-5.053794e-06,-1.3653365e-08
-5.0539034e-06,-1.3652431e-08
-5.054012e-06,-1.3651217e-08
-5.05412e-06,-1.3651408e-08
-5.054227e-06,-1.3651931e-08
-5.0543326e-06,-1.36513485e-08
-5.0544368e-06,-1.3650154e-08
-5.054539e-06,-1.3649181e-08
-5.0546396e-06,-1.3648077e-08
-5.054739e-06,-1.3647083e-08
-5.054838e-06,-1.3646534e-08
-5.0549374e-06,-1.3646174e-08
-5.055038e-06,-1.36472895e-08
-5.0551403e-06,-1.3648549e-08
-5.0552453e-06,-1.3647413e-08
-5.055352e-06,-1.3646227e-08
-5.0554613e-06,-1.3647258e-08
-5.0555723e-06,-1.3648133e-08
-5.0556837e-06,-1.3646949e-08
-5.0557956e-06,-1.3645e-08
-5.0559074e-06,-1.3644466e-08
-5.056019e-06,-1.36439295e-08
-5.0561293e-06,-1.3641202e-08
-5.0562394e-06,-1.363874e-08
-5.05635e-06,-1.363688e-08
-5.0564604e-06,-1.363377e-08
-5.056572e-06,-1.3630315e-08
-5.056683e-06,-1.3627811e-08
-5.056795e-06,-1.3626134e-08
-5.0569074e-06,-1.3623873e-08
-5.0570197e-06,-1.36204195e-08
-5.057132e-06,-1.3616792e-08
-5.057244e-06,-1.3615558e-08
-5.057355e-06,-1.3616739e-08
-5.057465e-06,-1.3616548e-08
-5.057573e-06,-1.36156455e-08
-5.0576805e-06,-1.36156e-08
-5.0577864e-06,-1.3615678e-08
-5.057892e-06,-1.3615755e-08
-5.0579965e-06,-1.3616483e-08
-5.058101e-06,-1.36178935e-08
-5.0582053e-06,-1.36188225e-08
-5.0583085e-06,-1.3617451e-08
-5.0584113e-06,-1.3613447e-08
-5.0585136e-06,-1.36107845e-08
-5.058615e-06,-1.361195e-08
-5.058716e-06,-1.3614688e-08
-5.058816e-06,-1.3615585e-08
-5.058915e-06,-1.3614828e-08
-5.0590147e-06,-1.36145095e-08
-5.0591143e-06,-1.3615111e-08
-5.0592143e-06,-1.3615309e-08
-5.0593158e-06,-1.3614699e-08
-5.0594176e-06,-1.3614135e-08
-5.0595204e-06,-1.361224e-08
-5.0596236e-06,-1.3608622e-08
-5.059727e-06,-1.3606497e-08
-5.059831e-06,-1.3607739e-08
-5.0599356e-06,-1.3609151e-08
-5.0600415e-06,-1.3609477e-08
-5.0601475e-06,-1.3610064e-08
-5.0602544e-06,-1.3611588e-08
-5.0603603e-06,-1.3614393e-08
-5.060465e-06,-1.3616799e-08
-5.0605677e-06,-1.3617071e-08
-5.0606686e-06,-1.36170755e-08
-5.0607687e-06,-1.3618527e-08
-5.060868e-06,-1.3621225e-08
-5.060967e-06,-1.3623442e-08
-5.0610665e-06,-1.3622828e-08
-5.0611675e-06,-1.3619631e-08
-5.0612693e-06,-1.3616903e-08
-5.0613726e-06,-1.36165115e-08
-5.061477e-06,-1.3616786e-08
-5.0615827e-06,-1.361834e-08
-5.061689e-06,-1.3620865e-08
-5.0617964e-06,-1.3620498e-08
-5.0619046e-06,-1.3617358e-08
-5.0620133e-06,-1.3615639e-08
-5.0621225e-06,-1.3617157e-08
-5.062232e-06,-1.3620261e-08
-5.062341e-06,-1.36226355e-08
-5.062451e-06,-1.3624073e-08
-5.06256e-06,-1.3624979e-08
-5.0626686e-06,-1.3624714e-08
-5.0627764e-06,-1.3622427e-08
-5.062883e-06,-1.3620025e-08
-5.062988e-06,-1.3618546e-08
-5.0630906e-06,-1.3617566e-08
-5.0631925e-06,-1.3616499e-08
-5.0632925e-06,-1.3614653e-08
-5.063392e-06,-1.3613625e-08
-5.0634912e-06,-1.3612562e-08
-5.06359e-06,-1.36103555e-08
-5.063689e-06,-1.3608373e-08
-5.063788e-06,-1.36074325e-08
-5.0638882e-06,-1.3607491e-08
-5.063989e-06,-1.36088945e-08
-5.0640906e-06,-1.3610019e-08
-5.0641925e-06,-1.36100695e-08
-5.064295e-06,-1.3610302e-08
-5.064398e-06,-1.3611693e-08
-5.064502e-06,-1.361383e-08
-5.0646067e-06,-1.3616162e-08
-5.0647127e-06,-1.3618271e-08
-5.064819e-06,-1.3619742e-08
-5.064926e-06,-1.36212766e-08
-5.0650324e-06,-1.3621906e-08
-5.065139e-06,-1.36212925e-08
-5.0652434e-06,-1.3621012e-08
-5.065347e-06,-1.3620784e-08
-5.0654494e-06,-1.362089e-08
-5.06555e-06,-1.3622164e-08
-5.0656504e-06,-1.3623507e-08
-5.06575e-06,-1.3623841e-08
-5.0658505e-06,-1.36227465e-08
-5.0659523e-06,-1.3621105e-08
-5.066056e-06,-1.3620378e-08
-5.066163e-06,-1.36217775e-08
-5.0662734e-06,-1.3625025e-08
-5.0663875e-06,-1.3627731e-08
-5.0665044e-06,-1.3627964e-08
-5.066624e-06,-1.3625199e-08
-5.066745e-06,-1.3620541e-08
-5.066866e-06,-1.3615275e-08
-5.066987e-06,-1.3610563e-08
-5.067106e-06,-1.3603709e-08
-5.0672234e-06,-1.3592984e-08
-5.067338e-06,-1.3580595e-08
-5.0674503e-06,-1.3569645e-08
-5.06756e-06,-1.3560109e-08
-5.0676663e-06,-1.3550075e-08
-5.067771e-06,-1.3538938e-08
-5.0678736e-06,-1.35295934e-08
-5.0679764e-06,-1.3523066e-08
-5.068079e-06,-1.351765e-08
-5.0681824e-06,-1.3512643e-08
-5.068286e-06,-1.350928e-08
-5.0683907e-06,-1.35075915e-08
-5.068496e-06,-1.3507115e-08
-5.068602e-06,-1.3506563e-08
-5.06871e-06,-1.3504265e-08
-5.0688186e-06,-1.3500971e-08
-5.0689296e-06,-1.3498013e-08
-5.069042e-06,-1.3497477e-08
-5.069156e-06,-1.3497976e-08
-5.0692715e-06,-1.3497267e-08
-5.0693875e-06,-1.3496039e-08
-5.069503e-06,-1.3494218e-08
-5.069617e-06,-1.3491843e-08
-5.0697295e-06,-1.34886715e-08
-5.0698386e-06,-1.3485016e-08
-5.069945e-06,-1.3481709e-08
-5.0700482e-06,-1.3477762e-08
-5.0701487e-06,-1.3472669e-08
-5.0702465e-06,-1.3469295e-08
-5.070342e-06,-1.34688305e-08
-5.0704366e-06,-1.3471024e-08
-5.07053e-06,-1.3473547e-08
-5.0706235e-06,-1.3473934e-08
-5.0707176e-06,-1.3472615e-08
-5.0708127e-06,-1.3471756e-08
-5.0709095e-06,-1.3472299e-08
-5.071008e-06,-1.3473218e-08
-5.0711087e-06,-1.3471724e-08
-5.0712106e-06,-1.3469587e-08
-5.0713143e-06,-1.34694975e-08
-5.071419e-06,-1.3470719e-08
-5.071524e-06,-1.3472174e-08
-5.0716294e-06,-1.3473866e-08
-5.0717354e-06,-1.3475029e-08
-5.071842e-06,-1.3474163e-08
-5.0719495e-06,-1.3471721e-08
-5.072058e-06,-1.3470341e-08
-5.0721674e-06,-1.3471418e-08
-5.0722783e-06,-1.3472488e-08
-5.0723906e-06,-1.3472498e-08
-5.072504e-06,-1.34713725e-08
-5.0726185e-06,-1.3469083e-08
-5.0727335e-06,-1.3466614e-08
-5.072849e-06,-1.3464912e-08
-5.072964e-06,-1.34658205e-08
-5.0730782e-06,-1.3469038e-08
-5.073192e-06,-1.3470614e-08
-5.0733047e-06,-1.3471376e-08
-5.073416e-06,-1.3473741e-08
-5.073526e-06,-1.3475561e-08
-5.073634e-06,-1.347518e-08
-5.07374e-06,-1.347406e-08
-5.0738427e-06,-1.34747875e-08
-5.0739427e-06,-1.3477231e-08
-5.07404e-06,-1.3478099e-08
-5.0741337e-06,-1.3476782e-08
-5.074225e-06,-1.3476341e-08
-5.0743147e-06,-1.3479086e-08
-5.074403e-06,-1.3482565e-08
-5.0744907e-06,-1.3484139e-08
-5.0745784e-06,-1.3485267e-08
-5.0746667e-06,-1.348656e-08
-5.074756e-06,-1.34869635e-08
-5.074846e-06,-1.348655e-08
-5.074937e-06,-1.3486655e-08
-5.0750295e-06,-1.3487227e-08
-5.0751237e-06,-1.3488586e-08
-5.0752196e-06,-1.3491124e-08
-5.0753188e-06,-1.34948035e-08
-5.07542e-06,-1.3496605e-08
-5.075525e-06,-1.3495511e-08
-5.075634e-06,-1.3494807e-08
-5.0757462e-06,-1.3496401e-08
-5.0758626e-06,-1.349803e-08
-5.0759827e-06,-1.34975675e-08
-5.076107e-06,-1.3494851e-08
-5.0762333e-06,-1.3491466e-08
-5.0763615e-06,-1.34892915e-08
-5.07649e-06,-1.3488808e-08
-5.076619e-06,-1.34897e-08
-5.0767467e-06,-1.3489844e-08
-5.076874e-06,-1.34884655e-08
-5.077e-06,-1.34857805e-08
-5.0771255e-06,-1.3483016e-08
-5.0772496e-06,-1.3481579e-08
-5.077373e-06,-1.3481646e-08
-5.0774947e-06,-1.3482548e-08
-5.077614e-06,-1.3483559e-08
-5.077731e-06,-1.3484405e-08
-5.0778463e-06,-1.34864955e-08
-5.0779586e-06,-1.3489114e-08
-5.078069e-06,-1.34903315e-08
-5.0781773e-06,-1.3490487e-08
-5.0782837e-06,-1.3490511e-08
-5.078388e-06,-1.3490117e-08
-5.0784906e-06,-1.3490672e-08
-5.0785925e-06,-1.34935245e-08
-5.0786934e-06,-1.3496919e-08
-5.078794e-06,-1.3499121e-08
-5.078893e-06,-1.349994e-08
-5.078992e-06,-1.34986236e-08
-5.0790895e-06,-1.3495464e-08
-5.079186e-06,-1.3491843e-08
-5.079281e-06,-1.3488766e-08
-5.079374e-06,-1.3486322e-08
-5.079465e-06,-1.3485077e-08
-5.0795547e-06,-1.3485948e-08
-5.0796425e-06,-1.3486677e-08
-5.0797294e-06,-1.3485159e-08
-5.0798153e-06,-1.3483086e-08
-5.0799017e-06,-1.3483367e-08
-5.0799895e-06,-1.34863045e-08
-5.080079e-06,-1.3489593e-08
-5.0801705e-06,-1.34936355e-08
-5.080264e-06,-1.3499147e-08
-5.08036e-06,-1.3502576e-08
-5.0804583e-06,-1.3502276e-08
-5.0805584e-06,-1.3500715e-08
-5.080661e-06,-1.3500336e-08
-5.0807657e-06,-1.3500855e-08
-5.080872e-06,-1.34996805e-08
-5.0809813e-06,-1.3498031e-08
-5.0810913e-06,-1.34993865e-08
-5.0812027e-06,-1.3502516e-08
-5.0813146e-06,-1.3503658e-08
-5.081426e-06,-1.3502692e-08
-5.0815374e-06,-1.3500888e-08
-5.081648e-06,-1.3497988e-08
-5.0817584e-06,-1.3495044e-08
-5.0818685e-06,-1.34947955e-08
-5.081978e-06,-1.3496359e-08
-5.082088e-06,-1.34953915e-08
-5.0821977e-06,-1.3493259e-08
-5.082308e-06,-1.3494421e-08
-5.082417e-06,-1.349801e-08
-5.082526e-06,-1.35011e-08
-5.082634e-06,-1.3503103e-08
-5.0827416e-06,-1.3505156e-08
-5.0828485e-06,-1.3505984e-08
-5.0829553e-06,-1.3505122e-08
-5.0830618e-06,-1.3504634e-08
-5.0831677e-06,-1.3505389e-08
-5.083273e-06,-1.3505967e-08
-5.083378e-06,-1.3505464e-08
-5.083481e-06,-1.3504968e-08
-5.083584e-06,-1.3505869e-08
-5.0836857e-06,-1.35086955e-08
-5.083787e-06,-1.3511955e-08
-5.083888e-06,-1.3514197e-08
-5.0839894e-06,-1.35150175e-08
-5.0840927e-06,-1.3515858e-08
-5.084198e-06,-1.3516996e-08
-5.0843055e-06,-1.3516515e-08
-5.0844164e-06,-1.3513537e-08
-5.08453e-06,-1.3509434e-08
-5.084647e-06,-1.3507643e-08
-5.084767e-06,-1.3508541e-08
-5.0848894e-06,-1.35095615e-08
-5.085014e-06,-1.3509019e-08
-5.0851404e-06,-1.3507998e-08
-5.085267e-06,-1.3507111e-08
-5.0853932e-06,-1.3506451e-08
-5.0855183e-06,-1.3505826e-08
-5.0856406e-06,-1.3506074e-08
-5.0857593e-06,-1.3507576e-08
-5.085874e-06,-1.3507694e-08
-5.0859844e-06,-1.3506418e-08
-5.0860904e-06,-1.3504761e-08
-5.0861927e-06,-1.3502576e-08
-5.086292e-06,-1.3501516e-08
-5.0863882e-06,-1.3503384e-08
-5.086483e-06,-1.3507687e-08
-5.086576e-06,-1.3511767e-08
-5.086669e-06,-1.351379e-08
-5.086763e-06,-1.3513823e-08
-5.0868584e-06,-1.3513711e-08
-5.086956e-06,-1.3514643e-08
-5.0870563e-06,-1.3515983e-08
-5.087159e-06,-1.3517495e-08
-5.087264e-06,-1.3518851e-08
-5.0873714e-06,-1.3519106e-08
-5.087482e-06,-1.35190525e-08
-5.087595e-06,-1.351909e-08
-5.087711e-06,-1.3519221e-08
-5.0878293e-06,-1.3519292e-08
-5.087949e-06,-1.3520452e-08
-5.08807e-06,-1.3521824e-08
-5.088191e-06,-1.3520814e-08
-5.0883123e-06,-1.35179405e-08
-5.0884328e-06,-1.35146685e-08
-5.0885524e-06,-1.3512431e-08
-5.08867e-06,-1.3512674e-08
-5.088785e-06,-1.3514355e-08
-5.0888975e-06,-1.3514003e-08
-5.0890076e-06,-1.3513156e-08
-5.0891153e-06,-1.3513508e-08
-5.0892213e-06,-1.3513568e-08
-5.089326e-06,-1.3513816e-08
-5.0894296e-06,-1.3514667e-08
-5.0895324e-06,-1.3515623e-08
-5.0896347e-06,-1.3516148e-08
-5.0897356e-06,-1.3517741e-08
-5.0898357e-06,-1.3520916e-08
-5.0899343e-06,-1.3523506e-08
-5.090032e-06,-1.3522494e-08
-5.0901285e-06,-1.35174165e-08
-5.0902236e-06,-1.3511474e-08
-5.090318e-06,-1.3508098e-08
-5.0904127e-06,-1.3509136e-08
-5.0905073e-06,-1.3512365e-08
-5.0906024e-06,-1.3515855e-08
-5.090699e-06,-1.3516866e-08
-5.0907965e-06,-1.3515898e-08
-5.090895e-06,-1.3516527e-08
-5.090994e-06,-1.3519491e-08
-5.091093e-06,-1.3521205e-08
-5.091193e-06,-1.3519993e-08
-5.091293e-06,-1.3518095e-08
-5.091395e-06,-1.3517495e-08
-5.0914978e-06,-1.3517133e-08
-5.0916024e-06,-1.3515711e-08
-5.0917083e-06,-1.3514621e-08
-5.091816e-06,-1.3514947e-08
-5.0919257e-06,-1.3517468e-08
-5.092036e-06,-1.3520942e-08
-5.092148e-06,-1.3522302e-08
-5.09226e-06,-1.352196e-08
-5.0923727e-06,-1.3521892e-08
-5.092486e-06,-1.3521193e-08
-5.0925987e-06,-1.3520703e-08
-5.092711e-06,-1.352216e-08
-5.092822e-06,-1.3524714e-08
-5.0929316e-06,-1.3526892e-08
-5.0930394e-06,-1.3528632e-08
-5.0931453e-06,-1.3528837e-08
-5.0932485e-06,-1.3526436e-08
-5.093349e-06,-1.3521444e-08
-5.0934473e-06,-1.3515335e-08
-5.0935437e-06,-1.350946e-08
-5.093638e-06,-1.3505489e-08
-5.093731e-06,-1.3504455e-08
-5.0938233e-06,-1.3505534e-08
-5.0939148e-06,-1.3507139e-08
-5.094006e-06,-1.35073925e-08
-5.094096e-06,-1.3507301e-08
-5.0941867e-06,-1.3508796e-08
-5.094277e-06,-1.3512413e-08
-5.094368e-06,-1.3515196e-08
-5.0944595e-06,-1.3513267e-08
-5.0945514e-06,-1.3509079e-08
-5.0946437e-06,-1.35084575e-08
-5.0947365e-06,-1.35121185e-08
-5.0948297e-06,-1.3516241e-08
-5.094924e-06,-1.3517967e-08
-5.0950202e-06,-1.3518105e-08
-5.095119e-06,-1.351818e-08
-5.0952203e-06,-1.3517061e-08
-5.0953254e-06,-1.3515309e-08
-5.095434e-06,-1.3514047e-08
-5.095547e-06,-1.351319e-08
-5.095664e-06,-1.35126e-08
-5.0957856e-06,-1.35133105e-08
-5.095911e-06,-1.351568e-08
-5.09604e-06,-1.3517783e-08
-5.0961708e-06,-1.3517224e-08
-5.096303e-06,-1.3513149e-08
-5.096436e-06,-1.3508147e-08
-5.0965673e-06,-1.3505521e-08
-5.0966974e-06,-1.3507276e-08
-5.0968238e-06,-1.3510059e-08
